t,station,x,y,z,speed,vx,vy,vz,throttle,brake,steering,grounded,suspension,alignment,up,contacts
0.020,148.109,829.592,100.644,-120.911,15.458,13.378,0.977,7.684,0.000,0.000,-0.090,2,9.590,3.871,0.998,"Ground_Mountain_0_1:(-0.173, 0.979, -0.104);Ground_Mountain_0_1:(-0.173, 0.979, -0.104);Ground_Mountain_0_1:(-0.173, 0.979, -0.104);Ground_Mountain_0_1:(-0.173, 0.979, -0.104);Ground_Mountain_0_1:(-0.173, 0.979, -0.104);Ground_Mountain_0_1:(-0.173, 0.979, -0.104);Ground_Mountain_0_1:(-0.182, 0.976, -0.119);"
0.040,148.394,829.849,100.666,-120.764,15.479,13.404,1.056,7.698,0.271,0.000,-0.092,4,10.523,10.410,0.994,"Ground_Mountain_0_1:(-0.172, 0.979, -0.105);Ground_Mountain_0_1:(-0.172, 0.979, -0.105);Ground_Mountain_0_1:(-0.172, 0.979, -0.105);Ground_Mountain_0_1:(-0.172, 0.979, -0.105);Ground_Mountain_0_1:(-0.172, 0.979, -0.105);Ground_Mountain_0_1:(-0.172, 0.979, -0.105);"
3.320,199.508,868.513,111.589,-89.468,15.581,13.274,4.507,6.815,0.208,0.000,0.052,4,10.982,0.325,0.963,"Ground_Mountain_0_1:(-0.253, 0.959, -0.129);Ground_Mountain_0_1:(-0.253, 0.959, -0.129);Ground_Mountain_0_1:(-0.253, 0.959, -0.129);Ground_Mountain_0_1:(-0.253, 0.959, -0.129);Ground_Mountain_0_1:(-0.253, 0.959, -0.129);Ground_Mountain_0_1:(-0.253, 0.959, -0.129);"
3.340,199.819,868.778,111.679,-89.333,15.578,13.293,4.533,6.752,0.210,0.000,0.052,4,10.852,0.390,0.963,"Ground_Mountain_0_1:(-0.253, 0.959, -0.129);Ground_Mountain_0_1:(-0.253, 0.959, -0.129);Ground_Mountain_0_1:(-0.253, 0.959, -0.129);Ground_Mountain_0_1:(-0.253, 0.959, -0.129);Ground_Mountain_0_1:(-0.253, 0.959, -0.129);Ground_Mountain_0_1:(-0.253, 0.959, -0.129);"
3.360,200.130,869.043,111.770,-89.200,15.575,13.312,4.559,6.689,0.211,0.000,0.051,4,10.806,0.267,0.962,"Ground_Mountain_0_1:(-0.256, 0.958, -0.128);Ground_Mountain_0_1:(-0.256, 0.958, -0.128);Ground_Mountain_0_1:(-0.256, 0.958, -0.128);Ground_Mountain_0_1:(-0.256, 0.958, -0.128);Ground_Mountain_0_1:(-0.256, 0.958, -0.128);Ground_Mountain_0_1:(-0.256, 0.958, -0.128);"
3.380,200.441,869.309,111.862,-89.067,15.572,13.331,4.585,6.627,0.213,0.000,0.051,4,10.783,0.308,0.961,"Ground_Mountain_0_1:(-0.263, 0.956, -0.128);Ground_Mountain_0_1:(-0.263, 0.956, -0.128);Ground_Mountain_0_1:(-0.263, 0.956, -0.128);Ground_Mountain_0_1:(-0.263, 0.956, -0.128);Ground_Mountain_0_1:(-0.263, 0.956, -0.128);Ground_Mountain_0_1:(-0.263, 0.956, -0.128);"
3.400,200.752,869.576,111.954,-88.936,15.569,13.349,4.612,6.565,0.214,0.000,0.050,4,10.811,0.170,0.961,"Ground_Mountain_0_1:(-0.266, 0.955, -0.128);Ground_Mountain_0_1:(-0.266, 0.955, -0.128);Ground_Mountain_0_1:(-0.266, 0.955, -0.128);Ground_Mountain_0_1:(-0.266, 0.955, -0.128);Ground_Mountain_0_1:(-0.266, 0.955, -0.128);Ground_Mountain_0_1:(-0.266, 0.955, -0.128);"
3.420,201.063,869.842,112.046,-88.806,15.566,13.366,4.640,6.502,0.216,0.000,0.050,4,10.890,0.195,0.960,"Ground_Mountain_0_1:(-0.273, 0.953, -0.128);Ground_Mountain_0_1:(-0.273, 0.953, -0.128);Ground_Mountain_0_1:(-0.273, 0.953, -0.128);Ground_Mountain_0_1:(-0.273, 0.953, -0.128);Ground_Mountain_0_1:(-0.273, 0.953, -0.128);Ground_Mountain_0_1:(-0.273, 0.953, -0.128);"
3.440,201.374,870.109,112.140,-88.677,15.563,13.383,4.669,6.440,0.217,0.000,0.050,4,10.912,0.244,0.960,"Ground_Mountain_0_1:(-0.273, 0.953, -0.128);Ground_Mountain_0_1:(-0.273, 0.953, -0.128);Ground_Mountain_0_1:(-0.273, 0.953, -0.128);Ground_Mountain_0_1:(-0.273, 0.953, -0.128);Ground_Mountain_0_1:(-0.273, 0.953, -0.128);Ground_Mountain_0_1:(-0.273, 0.953, -0.128);"
3.460,201.685,870.377,112.233,-88.549,15.560,13.399,4.697,6.378,0.219,0.000,0.049,4,10.880,0.283,0.959,"Ground_Mountain_0_1:(-0.272, 0.954, -0.128);Ground_Mountain_0_1:(-0.272, 0.954, -0.128);Ground_Mountain_0_1:(-0.272, 0.954, -0.128);Ground_Mountain_0_1:(-0.272, 0.954, -0.128);Ground_Mountain_0_1:(-0.272, 0.954, -0.128);Ground_Mountain_0_1:(-0.272, 0.954, -0.128);"
3.480,201.996,870.644,112.328,-88.423,15.557,13.415,4.724,6.317,0.220,0.000,0.049,4,10.817,0.327,0.958,"Ground_Mountain_0_1:(-0.272, 0.954, -0.128);Ground_Mountain_0_1:(-0.272, 0.954, -0.128);Ground_Mountain_0_1:(-0.272, 0.954, -0.128);Ground_Mountain_0_1:(-0.272, 0.954, -0.128);Ground_Mountain_0_1:(-0.272, 0.954, -0.128);Ground_Mountain_0_1:(-0.272, 0.954, -0.128);"
3.500,202.306,870.912,112.423,-88.298,15.554,13.431,4.750,6.256,0.221,0.000,0.049,4,10.765,0.283,0.958,"Ground_Mountain_0_1:(-0.272, 0.954, -0.128);Ground_Mountain_0_1:(-0.272, 0.954, -0.128);Ground_Mountain_0_1:(-0.272, 0.954, -0.128);Ground_Mountain_0_1:(-0.272, 0.954, -0.128);Ground_Mountain_0_1:(-0.272, 0.954, -0.128);Ground_Mountain_0_1:(-0.272, 0.954, -0.128);"
3.520,202.617,871.181,112.518,-88.174,15.551,13.446,4.777,6.195,0.223,0.000,0.049,4,10.831,0.251,0.957,"Ground_Mountain_0_1:(-0.283, 0.951, -0.125);Ground_Mountain_0_1:(-0.283, 0.951, -0.125);Ground_Mountain_0_1:(-0.283, 0.951, -0.125);Ground_Mountain_0_1:(-0.283, 0.951, -0.125);Ground_Mountain_0_1:(-0.283, 0.951, -0.125);Ground_Mountain_0_1:(-0.283, 0.951, -0.125);"
3.540,202.927,871.449,112.614,-88.051,15.549,13.461,4.805,6.135,0.224,0.000,0.048,4,10.844,0.279,0.957,"Ground_Mountain_0_1:(-0.289, 0.949, -0.123);Ground_Mountain_0_1:(-0.289, 0.949, -0.123);Ground_Mountain_0_1:(-0.289, 0.949, -0.123);Ground_Mountain_0_1:(-0.289, 0.949, -0.123);Ground_Mountain_0_1:(-0.289, 0.949, -0.123);Ground_Mountain_0_1:(-0.289, 0.949, -0.123);"
3.560,203.238,871.718,112.710,-87.930,15.546,13.474,4.835,6.074,0.226,0.000,0.048,4,10.935,0.221,0.956,"Ground_Mountain_0_1:(-0.290, 0.949, -0.124);Ground_Mountain_0_1:(-0.290, 0.949, -0.124);Ground_Mountain_0_1:(-0.290, 0.949, -0.124);Ground_Mountain_0_1:(-0.290, 0.949, -0.124);Ground_Mountain_0_1:(-0.290, 0.949, -0.124);Ground_Mountain_0_1:(-0.290, 0.949, -0.124);"
3.580,203.548,871.987,112.808,-87.809,15.543,13.486,4.866,6.014,0.227,0.000,0.048,4,10.985,0.252,0.955,"Ground_Mountain_0_1:(-0.290, 0.949, -0.124);Ground_Mountain_0_1:(-0.290, 0.949, -0.124);Ground_Mountain_0_1:(-0.290, 0.949, -0.124);Ground_Mountain_0_1:(-0.290, 0.949, -0.124);Ground_Mountain_0_1:(-0.290, 0.949, -0.124);Ground_Mountain_0_1:(-0.290, 0.949, -0.124);"
3.600,203.858,872.256,112.905,-87.690,15.540,13.499,4.897,5.953,0.229,0.000,0.048,4,10.982,0.285,0.955,"Ground_Mountain_0_1:(-0.290, 0.949, -0.124);Ground_Mountain_0_1:(-0.290, 0.949, -0.124);Ground_Mountain_0_1:(-0.290, 0.949, -0.124);Ground_Mountain_0_1:(-0.290, 0.949, -0.124);Ground_Mountain_0_1:(-0.290, 0.949, -0.124);Ground_Mountain_0_1:(-0.290, 0.949, -0.124);"
3.620,204.169,872.526,113.004,-87.572,15.537,13.511,4.927,5.893,0.230,0.000,0.048,4,10.932,0.318,0.954,"Ground_Mountain_0_1:(-0.291, 0.949, -0.124);Ground_Mountain_0_1:(-0.291, 0.949, -0.124);Ground_Mountain_0_1:(-0.291, 0.949, -0.124);Ground_Mountain_0_1:(-0.291, 0.949, -0.124);Ground_Mountain_0_1:(-0.291, 0.949, -0.124);Ground_Mountain_0_1:(-0.291, 0.949, -0.124);"
3.640,204.479,872.796,113.103,-87.455,15.534,13.523,4.955,5.834,0.232,0.000,0.048,4,10.844,0.374,0.953,"Ground_Mountain_0_1:(-0.291, 0.949, -0.124);Ground_Mountain_0_1:(-0.291, 0.949, -0.124);Ground_Mountain_0_1:(-0.291, 0.949, -0.124);Ground_Mountain_0_1:(-0.291, 0.949, -0.124);Ground_Mountain_0_1:(-0.291, 0.949, -0.124);Ground_Mountain_0_1:(-0.291, 0.949, -0.124);"
3.660,204.790,873.066,113.202,-87.340,15.531,13.534,4.983,5.775,0.233,0.000,0.048,4,10.844,0.208,0.953,"Ground_Mountain_0_1:(-0.296, 0.947, -0.124);Ground_Mountain_0_1:(-0.296, 0.947, -0.124);Ground_Mountain_0_1:(-0.296, 0.947, -0.124);Ground_Mountain_0_1:(-0.296, 0.947, -0.124);Ground_Mountain_0_1:(-0.296, 0.947, -0.124);Ground_Mountain_0_1:(-0.296, 0.947, -0.124);"
3.680,205.100,873.336,113.302,-87.225,15.528,13.546,5.012,5.716,0.234,0.000,0.048,4,10.860,0.256,0.952,"Ground_Mountain_0_1:(-0.302, 0.945, -0.123);Ground_Mountain_0_1:(-0.302, 0.945, -0.123);Ground_Mountain_0_1:(-0.302, 0.945, -0.123);Ground_Mountain_0_1:(-0.302, 0.945, -0.123);Ground_Mountain_0_1:(-0.302, 0.945, -0.123);Ground_Mountain_0_1:(-0.302, 0.945, -0.123);"
3.700,205.410,873.606,113.403,-87.112,15.525,13.556,5.043,5.657,0.236,0.000,0.047,4,10.919,0.176,0.952,"Ground_Mountain_0_1:(-0.302, 0.945, -0.123);Ground_Mountain_0_1:(-0.302, 0.945, -0.123);Ground_Mountain_0_1:(-0.302, 0.945, -0.123);Ground_Mountain_0_1:(-0.302, 0.945, -0.123);Ground_Mountain_0_1:(-0.302, 0.945, -0.123);Ground_Mountain_0_1:(-0.302, 0.945, -0.123);"
3.720,205.720,873.877,113.504,-87.000,15.523,13.565,5.074,5.598,0.237,0.000,0.047,4,10.966,0.226,0.951,"Ground_Mountain_0_1:(-0.305, 0.944, -0.122);Ground_Mountain_0_1:(-0.305, 0.944, -0.122);Ground_Mountain_0_1:(-0.305, 0.944, -0.122);Ground_Mountain_0_1:(-0.305, 0.944, -0.122);Ground_Mountain_0_1:(-0.305, 0.944, -0.122);Ground_Mountain_0_1:(-0.305, 0.944, -0.122);"
3.740,206.030,874.148,113.606,-86.889,15.520,13.575,5.105,5.539,0.239,0.000,0.048,4,10.967,0.272,0.950,"Ground_Mountain_0_1:(-0.304, 0.945, -0.121);Ground_Mountain_0_1:(-0.304, 0.945, -0.121);Ground_Mountain_0_1:(-0.304, 0.945, -0.121);Ground_Mountain_0_1:(-0.304, 0.945, -0.121);Ground_Mountain_0_1:(-0.304, 0.945, -0.121);Ground_Mountain_0_1:(-0.304, 0.945, -0.121);"
3.760,206.339,874.419,113.709,-86.780,15.517,13.584,5.135,5.480,0.240,0.000,0.048,4,10.940,0.319,0.950,"Ground_Mountain_0_1:(-0.305, 0.945, -0.122);Ground_Mountain_0_1:(-0.305, 0.945, -0.122);Ground_Mountain_0_1:(-0.305, 0.945, -0.122);Ground_Mountain_0_1:(-0.305, 0.945, -0.122);Ground_Mountain_0_1:(-0.305, 0.945, -0.122);Ground_Mountain_0_1:(-0.305, 0.945, -0.122);"
3.780,206.649,874.690,113.812,-86.671,15.514,13.593,5.165,5.421,0.242,0.000,0.049,4,10.876,0.363,0.949,"Ground_Mountain_0_1:(-0.305, 0.944, -0.122);Ground_Mountain_0_1:(-0.305, 0.944, -0.122);Ground_Mountain_0_1:(-0.305, 0.944, -0.122);Ground_Mountain_0_1:(-0.305, 0.944, -0.122);Ground_Mountain_0_1:(-0.305, 0.944, -0.122);Ground_Mountain_0_1:(-0.305, 0.944, -0.122);"
3.800,206.960,874.961,113.915,-86.564,15.511,13.602,5.193,5.362,0.243,0.000,0.049,4,10.819,0.271,0.948,"Ground_Mountain_0_1:(-0.306, 0.945, -0.119);Ground_Mountain_0_1:(-0.306, 0.945, -0.119);Ground_Mountain_0_1:(-0.306, 0.945, -0.119);Ground_Mountain_0_1:(-0.306, 0.945, -0.119);Ground_Mountain_0_1:(-0.306, 0.945, -0.119);Ground_Mountain_0_1:(-0.306, 0.945, -0.119);"
3.820,207.269,875.233,114.020,-86.458,15.508,13.611,5.222,5.304,0.244,0.000,0.049,4,10.809,0.311,0.948,"Ground_Mountain_0_1:(-0.313, 0.942, -0.123);Ground_Mountain_0_1:(-0.313, 0.942, -0.123);Ground_Mountain_0_1:(-0.313, 0.942, -0.123);Ground_Mountain_0_1:(-0.313, 0.942, -0.123);Ground_Mountain_0_1:(-0.313, 0.942, -0.123);Ground_Mountain_0_1:(-0.313, 0.942, -0.123);"
3.840,207.579,875.505,114.124,-86.353,15.505,13.619,5.250,5.245,0.246,0.000,0.050,4,10.784,0.222,0.947,"Ground_Mountain_0_1:(-0.319, 0.940, -0.124);Ground_Mountain_0_1:(-0.319, 0.940, -0.124);Ground_Mountain_0_1:(-0.319, 0.940, -0.124);Ground_Mountain_0_1:(-0.319, 0.940, -0.124);Ground_Mountain_0_1:(-0.319, 0.940, -0.124);Ground_Mountain_0_1:(-0.319, 0.940, -0.124);"
3.860,207.889,875.777,114.230,-86.249,15.502,13.628,5.278,5.186,0.247,0.000,0.050,4,10.797,0.223,0.946,"Ground_Mountain_0_1:(-0.319, 0.940, -0.124);Ground_Mountain_0_1:(-0.319, 0.940, -0.124);Ground_Mountain_0_1:(-0.319, 0.940, -0.124);Ground_Mountain_0_1:(-0.319, 0.940, -0.124);Ground_Mountain_0_1:(-0.319, 0.940, -0.124);Ground_Mountain_0_1:(-0.319, 0.940, -0.124);"
3.880,208.198,876.049,114.336,-86.146,15.499,13.636,5.306,5.127,0.249,0.000,0.051,4,10.769,0.249,0.946,"Ground_Mountain_0_1:(-0.318, 0.940, -0.123);Ground_Mountain_0_1:(-0.318, 0.940, -0.123);Ground_Mountain_0_1:(-0.318, 0.940, -0.123);Ground_Mountain_0_1:(-0.318, 0.940, -0.123);Ground_Mountain_0_1:(-0.318, 0.940, -0.123);Ground_Mountain_0_1:(-0.318, 0.940, -0.123);"
3.900,208.508,876.321,114.442,-86.045,15.496,13.645,5.332,5.067,0.250,0.000,0.052,4,10.699,0.281,0.945,"Ground_Mountain_0_1:(-0.318, 0.940, -0.123);Ground_Mountain_0_1:(-0.318, 0.940, -0.123);Ground_Mountain_0_1:(-0.318, 0.940, -0.123);Ground_Mountain_0_1:(-0.318, 0.940, -0.123);Ground_Mountain_0_1:(-0.318, 0.940, -0.123);Ground_Mountain_0_1:(-0.318, 0.940, -0.123);"
3.920,208.817,876.593,114.549,-85.944,15.494,13.654,5.357,5.008,0.252,0.000,0.052,4,10.590,0.313,0.944,"Ground_Mountain_0_1:(-0.319, 0.940, -0.120);Ground_Mountain_0_1:(-0.319, 0.940, -0.120);Ground_Mountain_0_1:(-0.319, 0.940, -0.120);Ground_Mountain_0_1:(-0.319, 0.940, -0.120);Ground_Mountain_0_1:(-0.319, 0.940, -0.120);Ground_Mountain_0_1:(-0.319, 0.940, -0.120);"
3.940,209.127,876.866,114.657,-85.845,15.491,13.663,5.379,4.949,0.253,0.000,0.052,4,10.470,0.308,0.944,"Ground_Mountain_0_1:(-0.319, 0.940, -0.118);Ground_Mountain_0_1:(-0.319, 0.940, -0.118);Ground_Mountain_0_1:(-0.319, 0.940, -0.118);Ground_Mountain_0_1:(-0.319, 0.940, -0.118);Ground_Mountain_0_1:(-0.319, 0.940, -0.118);Ground_Mountain_0_1:(-0.319, 0.940, -0.118);"
3.960,209.436,877.139,114.764,-85.747,15.488,13.673,5.401,4.889,0.255,0.000,0.053,4,10.426,0.268,0.943,"Ground_Mountain_0_1:(-0.323, 0.939, -0.118);Ground_Mountain_0_1:(-0.323, 0.939, -0.118);Ground_Mountain_0_1:(-0.323, 0.939, -0.118);Ground_Mountain_0_1:(-0.323, 0.939, -0.118);Ground_Mountain_0_1:(-0.323, 0.939, -0.118);Ground_Mountain_0_1:(-0.323, 0.939, -0.118);"
3.980,209.747,877.412,114.873,-85.651,15.485,13.683,5.422,4.829,0.256,0.000,0.054,4,10.393,0.219,0.943,"Ground_Mountain_0_1:(-0.328, 0.937, -0.119);Ground_Mountain_0_1:(-0.328, 0.937, -0.119);Ground_Mountain_0_1:(-0.328, 0.937, -0.119);Ground_Mountain_0_1:(-0.328, 0.937, -0.119);Ground_Mountain_0_1:(-0.328, 0.937, -0.119);Ground_Mountain_0_1:(-0.328, 0.937, -0.119);"
4.000,210.056,877.685,114.981,-85.555,15.482,13.692,5.444,4.768,0.257,0.000,0.054,4,10.463,0.167,0.942,"Ground_Mountain_0_1:(-0.328, 0.937, -0.119);Ground_Mountain_0_1:(-0.328, 0.937, -0.119);Ground_Mountain_0_1:(-0.328, 0.937, -0.119);Ground_Mountain_0_1:(-0.328, 0.937, -0.119);Ground_Mountain_0_1:(-0.328, 0.937, -0.119);Ground_Mountain_0_1:(-0.328, 0.937, -0.119);"
4.020,210.365,877.959,115.091,-85.461,15.480,13.701,5.468,4.706,0.259,0.000,0.055,4,10.484,0.199,0.941,"Ground_Mountain_0_1:(-0.328, 0.937, -0.119);Ground_Mountain_0_1:(-0.328, 0.937, -0.119);Ground_Mountain_0_1:(-0.328, 0.937, -0.119);Ground_Mountain_0_1:(-0.328, 0.937, -0.119);Ground_Mountain_0_1:(-0.328, 0.937, -0.119);Ground_Mountain_0_1:(-0.328, 0.937, -0.119);"
4.040,210.674,878.233,115.200,-85.368,15.477,13.710,5.490,4.644,0.260,0.000,0.055,4,10.467,0.230,0.941,"Ground_Mountain_0_1:(-0.333, 0.936, -0.118);Ground_Mountain_0_1:(-0.333, 0.936, -0.118);Ground_Mountain_0_1:(-0.333, 0.936, -0.118);Ground_Mountain_0_1:(-0.333, 0.936, -0.118);Ground_Mountain_0_1:(-0.333, 0.936, -0.118);Ground_Mountain_0_1:(-0.333, 0.936, -0.118);"
4.060,210.984,878.506,115.310,-85.276,15.474,13.720,5.512,4.581,0.262,0.000,0.056,4,10.398,0.292,0.940,"Ground_Mountain_0_1:(-0.332, 0.936, -0.116);Ground_Mountain_0_1:(-0.332, 0.936, -0.116);Ground_Mountain_0_1:(-0.332, 0.936, -0.116);Ground_Mountain_0_1:(-0.332, 0.936, -0.116);Ground_Mountain_0_1:(-0.332, 0.936, -0.116);Ground_Mountain_0_1:(-0.332, 0.936, -0.116);"
4.080,211.293,878.781,115.421,-85.186,15.472,13.730,5.530,4.519,0.263,0.000,0.056,4,10.249,0.351,0.940,"Ground_Mountain_0_1:(-0.331, 0.936, -0.115);Ground_Mountain_0_1:(-0.331, 0.936, -0.115);Ground_Mountain_0_1:(-0.331, 0.936, -0.115);Ground_Mountain_0_1:(-0.331, 0.936, -0.115);Ground_Mountain_0_1:(-0.331, 0.936, -0.115);Ground_Mountain_0_1:(-0.331, 0.936, -0.115);"
4.100,211.602,879.055,115.532,-85.097,15.469,13.740,5.548,4.455,0.264,0.000,0.057,4,10.205,0.209,0.939,"Ground_Mountain_0_1:(-0.338, 0.934, -0.114);Ground_Mountain_0_1:(-0.338, 0.934, -0.114);Ground_Mountain_0_1:(-0.338, 0.934, -0.114);Ground_Mountain_0_1:(-0.338, 0.934, -0.114);Ground_Mountain_0_1:(-0.338, 0.934, -0.114);Ground_Mountain_0_1:(-0.338, 0.934, -0.114);"
4.120,211.911,879.329,115.643,-85.009,15.466,13.751,5.566,4.391,0.266,0.000,0.057,4,10.186,0.243,0.939,"Ground_Mountain_0_1:(-0.345, 0.932, -0.114);Ground_Mountain_0_1:(-0.345, 0.932, -0.114);Ground_Mountain_0_1:(-0.345, 0.932, -0.114);Ground_Mountain_0_1:(-0.345, 0.932, -0.114);Ground_Mountain_0_1:(-0.345, 0.932, -0.114);Ground_Mountain_0_1:(-0.345, 0.932, -0.114);"
4.140,212.220,879.604,115.754,-84.922,15.464,13.760,5.587,4.326,0.267,0.000,0.058,4,10.340,0.037,0.938,"Ground_Mountain_0_1:(-0.351, 0.930, -0.111);Ground_Mountain_0_1:(-0.351, 0.930, -0.111);Ground_Mountain_0_1:(-0.351, 0.930, -0.111);Ground_Mountain_0_1:(-0.351, 0.930, -0.111);Ground_Mountain_0_1:(-0.351, 0.930, -0.111);Ground_Mountain_0_1:(-0.351, 0.930, -0.111);"
4.160,212.528,879.879,115.866,-84.837,15.461,13.768,5.611,4.260,0.268,0.000,0.058,4,10.492,0.082,0.937,"Ground_Mountain_0_1:(-0.351, 0.930, -0.111);Ground_Mountain_0_1:(-0.351, 0.930, -0.111);Ground_Mountain_0_1:(-0.351, 0.930, -0.111);Ground_Mountain_0_1:(-0.351, 0.930, -0.111);Ground_Mountain_0_1:(-0.351, 0.930, -0.111);Ground_Mountain_0_1:(-0.351, 0.930, -0.111);"
4.180,212.838,880.154,115.979,-84.753,15.459,13.775,5.636,4.194,0.269,0.000,0.058,4,10.530,0.231,0.937,"Ground_Mountain_0_1:(-0.349, 0.931, -0.109);Ground_Mountain_0_1:(-0.349, 0.931, -0.109);Ground_Mountain_0_1:(-0.349, 0.931, -0.109);Ground_Mountain_0_1:(-0.349, 0.931, -0.109);Ground_Mountain_0_1:(-0.349, 0.931, -0.109);Ground_Mountain_0_1:(-0.349, 0.931, -0.109);"
4.200,213.147,880.429,116.092,-84.670,15.456,13.783,5.660,4.127,0.271,0.000,0.059,4,10.493,0.278,0.936,"Ground_Mountain_0_1:(-0.349, 0.931, -0.108);Ground_Mountain_0_1:(-0.349, 0.931, -0.108);Ground_Mountain_0_1:(-0.349, 0.931, -0.108);Ground_Mountain_0_1:(-0.349, 0.931, -0.108);Ground_Mountain_0_1:(-0.349, 0.931, -0.108);Ground_Mountain_0_1:(-0.349, 0.931, -0.108);"
4.220,213.456,880.704,116.205,-84.589,15.454,13.791,5.682,4.059,0.272,0.000,0.059,4,10.432,0.329,0.935,"Ground_Mountain_0_1:(-0.349, 0.931, -0.108);Ground_Mountain_0_1:(-0.349, 0.931, -0.108);Ground_Mountain_0_1:(-0.349, 0.931, -0.108);Ground_Mountain_0_1:(-0.349, 0.931, -0.108);Ground_Mountain_0_1:(-0.349, 0.931, -0.108);Ground_Mountain_0_1:(-0.349, 0.931, -0.108);"
4.240,213.764,880.979,116.319,-84.509,15.451,13.798,5.706,3.991,0.273,0.000,0.059,4,10.465,0.139,0.935,"Ground_Mountain_0_1:(-0.349, 0.931, -0.110);Ground_Mountain_0_1:(-0.349, 0.931, -0.110);Ground_Mountain_0_1:(-0.349, 0.931, -0.110);Ground_Mountain_0_1:(-0.349, 0.931, -0.110);Ground_Mountain_0_1:(-0.349, 0.931, -0.110);Ground_Mountain_0_1:(-0.349, 0.931, -0.110);"
4.260,214.073,881.255,116.434,-84.430,15.449,13.804,5.733,3.922,0.274,0.000,0.059,4,10.607,0.207,0.934,"Ground_Mountain_0_1:(-0.337, 0.935, -0.112);Ground_Mountain_0_1:(-0.337, 0.935, -0.112);Ground_Mountain_0_1:(-0.337, 0.935, -0.112);Ground_Mountain_0_1:(-0.337, 0.935, -0.112);Ground_Mountain_0_1:(-0.337, 0.935, -0.112);Ground_Mountain_0_1:(-0.337, 0.935, -0.112);"
4.280,214.382,881.530,116.549,-84.353,15.446,13.811,5.756,3.853,0.276,0.000,0.059,4,10.492,0.721,0.933,"Ground_Mountain_0_1:(-0.331, 0.938, -0.102);Ground_Mountain_0_1:(-0.331, 0.938, -0.102);Ground_Mountain_0_1:(-0.331, 0.938, -0.102);Ground_Mountain_0_1:(-0.331, 0.938, -0.102);Ground_Mountain_0_1:(-0.331, 0.938, -0.102);Ground_Mountain_0_1:(-0.331, 0.938, -0.102);"
4.300,214.691,881.806,116.664,-84.277,15.443,13.822,5.767,3.785,0.277,0.000,0.058,4,9.890,0.873,0.933,"Ground_Mountain_0_1:(-0.330, 0.939, -0.101);Ground_Mountain_0_1:(-0.330, 0.939, -0.101);Ground_Mountain_0_1:(-0.330, 0.939, -0.101);Ground_Mountain_0_1:(-0.330, 0.939, -0.101);Ground_Mountain_0_1:(-0.330, 0.939, -0.101);Ground_Mountain_0_1:(-0.330, 0.939, -0.101);"
4.320,214.999,882.083,116.779,-84.202,15.441,13.838,5.765,3.718,0.278,0.000,0.058,4,9.226,0.729,0.933,"Ground_Mountain_0_1:(-0.329, 0.939, -0.100);Ground_Mountain_0_1:(-0.329, 0.939, -0.100);Ground_Mountain_0_1:(-0.329, 0.939, -0.100);Ground_Mountain_0_1:(-0.329, 0.939, -0.100);Ground_Mountain_0_1:(-0.329, 0.939, -0.100);Ground_Mountain_0_1:(-0.329, 0.939, -0.100);"
4.340,215.308,882.360,116.894,-84.129,15.438,13.858,5.752,3.653,0.280,0.000,0.057,4,8.585,0.539,0.933,"Ground_Mountain_0_1:(-0.329, 0.939, -0.100);Ground_Mountain_0_1:(-0.329, 0.939, -0.100);Ground_Mountain_0_1:(-0.329, 0.939, -0.100);Ground_Mountain_0_1:(-0.329, 0.939, -0.100);Ground_Mountain_0_1:(-0.329, 0.939, -0.100);Ground_Mountain_0_1:(-0.329, 0.939, -0.100);"
4.360,215.617,882.638,117.009,-84.057,15.436,13.882,5.726,3.589,0.281,0.000,0.055,4,7.974,0.315,0.933,"Ground_Mountain_0_1:(-0.329, 0.939, -0.100);Ground_Mountain_0_1:(-0.329, 0.939, -0.100);Ground_Mountain_0_1:(-0.329, 0.939, -0.100);Ground_Mountain_0_1:(-0.329, 0.939, -0.100);Ground_Mountain_0_1:(-0.329, 0.939, -0.100);Ground_Mountain_0_1:(-0.329, 0.939, -0.100);"
4.380,215.923,882.916,117.123,-83.986,15.434,13.911,5.689,3.526,0.282,0.000,0.054,4,7.381,0.358,0.934,"Ground_Mountain_0_1:(-0.329, 0.939, -0.101);Ground_Mountain_0_1:(-0.329, 0.939, -0.101);Ground_Mountain_0_1:(-0.329, 0.939, -0.101);Ground_Mountain_0_1:(-0.329, 0.939, -0.101);Ground_Mountain_0_1:(-0.329, 0.939, -0.101);Ground_Mountain_0_1:(-0.329, 0.939, -0.101);Ground_Mountain_0_1:(-0.237, 0.971, -0.043);Ground_Mountain_0_1:(-0.237, 0.971, -0.043);Ground_Mountain_0_1:(-0.237, 0.971, -0.043);"
